locationid,latitude,longitude,season,timestamp,species,campaign_start,campaign_end
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 3:29,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 4:04,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 10:14,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 12:31,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 14:15,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 14:29,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 14:36,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 14:51,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 14:58,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 15:30,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 16:28,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 23:17,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 23:50,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/11/2019 23:52,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/12/2019 2:32,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/12/2019 11:40,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/12/2019 23:24,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/13/2019 1:45,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/13/2019 9:26,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/13/2019 9:32,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/13/2019 9:39,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/13/2019 10:21,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/13/2019 11:34,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/13/2019 12:20,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/13/2019 12:38,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/13/2019 13:32,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/13/2019 13:49,Procyon lotor,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/13/2019 23:37,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/14/2019 2:27,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/14/2019 3:04,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/14/2019 10:23,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/14/2019 11:31,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/14/2019 11:48,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/14/2019 13:46,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/14/2019 17:39,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/14/2019 22:53,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 0:54,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 1:30,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 1:32,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 5:34,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 5:45,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 6:09,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 7:30,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 8:10,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 9:23,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 9:34,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 17:26,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 17:42,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 22:57,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 23:32,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/15/2019 23:46,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 0:05,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 2:38,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 5:49,Cyanocitta stelleri,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 7:01,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 7:34,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 8:25,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 8:50,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 10:38,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 12:57,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 13:09,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 15:28,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 16:09,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 17:44,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/16/2019 17:52,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 1:51,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 2:04,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 5:40,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 5:54,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 6:37,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 6:49,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 6:55,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 9:20,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 13:39,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 15:32,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 20:13,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 21:07,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/17/2019 22:19,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/18/2019 3:19,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/18/2019 5:57,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/18/2019 6:24,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/18/2019 6:58,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/18/2019 10:04,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/18/2019 11:10,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/18/2019 13:14,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 0:18,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 2:38,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 2:45,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 6:13,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 13:39,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 13:43,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 13:51,Sciurus carolinensis,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 13:54,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 13:56,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 14:58,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 20:46,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 21:20,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 21:52,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/19/2019 22:01,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 2:24,Rattus rattus,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 6:04,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 7:16,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 9:32,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 9:56,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 10:05,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 14:01,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 14:11,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 14:14,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 15:35,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 15:50,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 15:57,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 21:44,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 22:00,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/20/2019 22:47,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 2:53,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 5:31,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 5:35,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 5:46,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 5:57,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 6:12,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 6:15,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 6:21,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 6:28,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 6:34,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 7:11,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 7:38,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 7:49,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 8:05,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 8:07,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 8:09,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 8:17,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 8:27,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 8:40,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 8:51,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 8:54,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 9:25,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 9:37,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 9:57,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 10:41,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 17:46,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 17:49,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 17:58,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 18:44,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 21:24,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 21:54,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 22:06,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 22:25,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 23:05,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/21/2019 23:42,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 2:09,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 5:28,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 5:52,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 6:04,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 6:30,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 7:34,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 7:46,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 8:38,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 8:47,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 8:48,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 8:49,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 8:54,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 10:26,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 10:29,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 11:08,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 11:13,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 11:14,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 12:00,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 12:13,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 12:26,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 12:32,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 14:24,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 15:20,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 16:01,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 16:12,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 17:41,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 18:17,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 18:34,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 18:47,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 19:03,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 19:15,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 21:04,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 21:10,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 21:18,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/22/2019 21:20,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 6:00,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 6:33,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 6:44,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 7:03,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 7:28,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 9:37,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 10:05,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 10:08,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 10:22,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 10:26,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 12:06,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 12:08,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 13:28,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 14:22,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 19:41,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 20:15,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 20:16,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 20:46,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 21:16,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 21:26,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 21:29,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 21:30,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/23/2019 21:36,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 2:28,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 5:43,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 5:59,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 7:20,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 8:04,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 8:09,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 10:31,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 12:07,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 12:11,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 12:14,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 12:17,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 12:19,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 12:21,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 13:01,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 13:14,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 13:21,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 13:26,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 13:29,Canis latrans,6/24/2019,8/7/2019
SEWA_N03_IRP1,47.69055,-122.28101,Summer19,7/24/2019 13:34,Canis latrans,6/24/2019,8/7/2019
